scenario,run,mean_growth_rate,crisis_likelihood,mean_unemployment,gdp_end
3,10,0.0104488360306223,0.010101010101010102,0.04604154048525,4441597.712944764
3,11,0.010803036998176863,0.0,0.04782466220600001,4578574.37426023
3,12,0.01093259258873469,0.0,0.04403314832049998,4756170.110413368
3,13,0.009269929066394011,0.0,0.05010855294350014,4146057.9399081385
3,14,0.010706875261223159,0.0,0.048912111388,4603634.059566011
3,15,0.009615657255363175,0.0,0.04762867117724989,4136028.387408618
3,16,0.009805325416456068,0.0,0.046279284444999846,4191194.016607992
3,17,0.010072554592734262,0.010101010101010102,0.0466036185507499,3979039.74505731
3,18,0.009711759671781728,0.010101010101010102,0.04652409860749995,4232602.134191377
3,19,0.010136573367725,0.010101010101010102,0.042870320956250096,4453750.657870221
3,20,0.011061785122202794,0.010101010101010102,0.04533066847849998,4696664.409990816
3,21,0.010068936981263654,0.0,0.04911114792450011,4199777.231071005
3,22,0.009796726962678415,0.010101010101010102,0.048990431288749914,4404462.828893987
3,23,0.01105614194993465,0.0,0.047998699758249996,4878267.704200309
3,24,0.010377219412246452,0.0,0.043767218928499996,4478072.194680106
3,25,0.010208251958925496,0.0,0.050918816652250065,4306919.762619823
3,26,0.010624606215702936,0.0,0.04529350189074999,4689155.835036659
3,27,0.00992788929410282,0.0,0.05045201157525003,4332024.256182368
3,28,0.009942900076076455,0.0,0.047805170530999974,4264031.5161321275
3,29,0.009870839236317153,0.0,0.04673358086324997,4107481.6984490044
3,30,0.009332899517838777,0.0,0.04384300587774992,4160625.183785299
3,31,0.010467406035167048,0.0,0.04965461342449995,4450962.897384673
3,32,0.010239222529099923,0.010101010101010102,0.04640069032750005,4504611.062451955
3,33,0.010645236492171417,0.0,0.04681171870825007,4685400.802231852
3,34,0.010798146064534997,0.010101010101010102,0.048829181844500025,4490316.1346608335
3,35,0.010189366805572142,0.010101010101010102,0.04668762003424998,4502410.521103712
3,36,0.010657640350703934,0.0,0.04345072737549993,4448908.687346503
3,37,0.010530159484140045,0.0,0.04872475197275006,4524607.118210288
3,38,0.010003547491689524,0.010101010101010102,0.0524261357464999,4355314.444564717
3,39,0.01065341794311725,0.0,0.04528314570399994,4636366.500916884
3,40,0.01098278385881124,0.0,0.044143261442250004,4496608.71428411
3,41,0.00994747223358683,0.0,0.0460230939132501,4155399.5508205323
3,42,0.009805137433340771,0.0,0.04376575042399988,4479210.645850001
3,43,0.010644802426082345,0.0,0.04702756833624999,4712137.453625429
3,44,0.010105954965817787,0.0,0.04668649183325002,4218484.495477767
3,45,0.010358803330949184,0.0,0.04360290059725003,4424163.127636188
3,46,0.009788892732623955,0.0,0.047998853633750005,4040450.7303780937
3,47,0.00943384660701585,0.020202020202020204,0.049684328118250076,4259297.71538157
